AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20475944|2015
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3984294|2015
1-4|21.6|26.4|23.9|381|IV Neuroblastoma and other peripheral nervous cell tumors|15931436|2015
10-14|0.8|1.8|1.2|25|IV Neuroblastoma and other peripheral nervous cell tumors|20610350|2015
15-19|0.9|1.9|1.3|28|IV Neuroblastoma and other peripheral nervous cell tumors|21094434|2015
5-9|3.9|5.8|4.8|98|IV Neuroblastoma and other peripheral nervous cell tumors|20475944|2015
<1|54.5|70.2|62.0|247|IV Neuroblastoma and other peripheral nervous cell tumors|3984294|2015
1-4|21.5|26.4|23.9|380|IV(a) Neuroblastoma and ganglioneuroblastoma|15931436|2015
10-14|0.5|1.4|0.9|18|IV(a) Neuroblastoma and ganglioneuroblastoma|20610350|2015
15-19|0.4|1.2|0.8|16|IV(a) Neuroblastoma and ganglioneuroblastoma|21094434|2015
5-9|3.7|5.6|4.6|94|IV(a) Neuroblastoma and ganglioneuroblastoma|20475944|2015
<1|54.5|70.2|62.0|247|IV(a) Neuroblastoma and ganglioneuroblastoma|3984294|2015
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15931436|2015
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20610350|2015
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21094434|2015
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20475944|2015
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3984294|2015
1-4|9.0|12.2|10.5|167|IX Soft tissue and other extraosseous sarcomas|15931436|2015
10-14|12.0|15.2|13.5|279|IX Soft tissue and other extraosseous sarcomas|20610350|2015
15-19|14.5|17.9|16.1|340|IX Soft tissue and other extraosseous sarcomas|21094434|2015
5-9|6.9|9.4|8.1|166|IX Soft tissue and other extraosseous sarcomas|20475944|2015
<1|13.3|21.6|17.1|68|IX Soft tissue and other extraosseous sarcomas|3984294|2015
1-4|6.5|9.3|7.8|125|IX(a) Rhabdomyosarcomas|15931436|2015
10-14|3.4|5.2|4.2|87|IX(a) Rhabdomyosarcomas|20610350|2015
15-19|2.8|4.5|3.6|75|IX(a) Rhabdomyosarcomas|21094434|2015
5-9|3.2|5.0|4.0|82|IX(a) Rhabdomyosarcomas|20475944|2015
<1|3.7|8.7|5.8|23|IX(a) Rhabdomyosarcomas|3984294|2015
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15931436|2015
10-14|0.9|2.0|1.4|28|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20610350|2015
15-19|1.7|3.0|2.3|48|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21094434|2015
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20475944|2015
<1|2.5|6.8|4.3|17|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3984294|2015
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15931436|2015
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20610350|2015
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21094434|2015
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20475944|2015
<1|~|~|~|~|IX(c) Kaposi sarcoma|3984294|2015
1-4|1.3|2.7|1.9|30|IX(d) Other specified soft tissue sarcomas|15931436|2015
10-14|5.0|7.1|6.0|123|IX(d) Other specified soft tissue sarcomas|20610350|2015
15-19|6.6|9.0|7.7|163|IX(d) Other specified soft tissue sarcomas|21094434|2015
5-9|2.0|3.5|2.7|55|IX(d) Other specified soft tissue sarcomas|20475944|2015
<1|2.9|7.4|4.8|19|IX(d) Other specified soft tissue sarcomas|3984294|2015
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15931436|2015
10-14|1.4|2.6|1.9|40|IX(e) Unspecified soft tissue sarcomas|20610350|2015
15-19|1.8|3.2|2.4|51|IX(e) Unspecified soft tissue sarcomas|21094434|2015
5-9|0.4|1.3|0.8|16|IX(e) Unspecified soft tissue sarcomas|20475944|2015
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3984294|2015
1-4|~|~|~|~|Not classified by ICCC|15931436|2015
10-14|~|~|~|~|Not classified by ICCC|20610350|2015
15-19|~|~|~|~|Not classified by ICCC|21094434|2015
5-9|~|~|~|~|Not classified by ICCC|20475944|2015
<1|~|~|~|~|Not classified by ICCC|3984294|2015
1-4|7.6|10.6|9.0|144|V Retinoblastoma|15931436|2015
10-14|~|~|~|~|V Retinoblastoma|20610350|2015
15-19|~|~|~|~|V Retinoblastoma|21094434|2015
5-9|~|~|~|~|V Retinoblastoma|20475944|2015
<1|31.9|44.2|37.6|150|V Retinoblastoma|3984294|2015
1-4|19.2|23.8|21.4|341|VI Renal tumors|15931436|2015
10-14|1.2|2.4|1.7|36|VI Renal tumors|20610350|2015
15-19|1.7|3.0|2.3|48|VI Renal tumors|21094434|2015
5-9|5.8|8.2|6.9|142|VI Renal tumors|20475944|2015
<1|15.9|25.0|20.1|80|VI Renal tumors|3984294|2015
1-4|19.0|23.6|21.2|338|VI(a) Nephroblastoma and other nonepithelial renal tumors|15931436|2015
10-14|0.7|1.7|1.1|23|VI(a) Nephroblastoma and other nonepithelial renal tumors|20610350|2015
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21094434|2015
5-9|5.4|7.7|6.5|133|VI(a) Nephroblastoma and other nonepithelial renal tumors|20475944|2015
<1|15.7|24.7|19.8|79|VI(a) Nephroblastoma and other nonepithelial renal tumors|3984294|2015
1-4|~|~|~|~|VI(b) Renal carcinomas|15931436|2015
10-14|~|~|~|~|VI(b) Renal carcinomas|20610350|2015
15-19|1.5|2.7|2.0|43|VI(b) Renal carcinomas|21094434|2015
5-9|~|~|~|~|VI(b) Renal carcinomas|20475944|2015
<1|~|~|~|~|VI(b) Renal carcinomas|3984294|2015
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15931436|2015
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20610350|2015
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21094434|2015
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20475944|2015
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3984294|2015
1-4|5.2|7.7|6.3|101|VII Hepatic tumors|15931436|2015
10-14|0.6|1.6|1.0|21|VII Hepatic tumors|20610350|2015
15-19|1.0|2.1|1.5|32|VII Hepatic tumors|21094434|2015
5-9|0.5|1.3|0.8|17|VII Hepatic tumors|20475944|2015
<1|11.5|19.4|15.1|60|VII Hepatic tumors|3984294|2015
1-4|5.1|7.6|6.3|100|VII(a) Hepatoblastoma|15931436|2015
10-14|~|~|~|~|VII(a) Hepatoblastoma|20610350|2015
15-19|~|~|~|~|VII(a) Hepatoblastoma|21094434|2015
5-9|~|~|~|~|VII(a) Hepatoblastoma|20475944|2015
<1|11.1|18.8|14.6|58|VII(a) Hepatoblastoma|3984294|2015
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15931436|2015
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20610350|2015
15-19|1.0|2.0|1.4|30|VII(b) Hepatic carcinomas|21094434|2015
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20475944|2015
<1|~|~|~|~|VII(b) Hepatic carcinomas|3984294|2015
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15931436|2015
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20610350|2015
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21094434|2015
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20475944|2015
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3984294|2015
1-4|1.1|2.4|1.6|26|VIII Malignant bone tumors|15931436|2015
10-14|12.5|15.8|14.1|290|VIII Malignant bone tumors|20610350|2015
15-19|12.3|15.5|13.8|292|VIII Malignant bone tumors|21094434|2015
5-9|5.4|7.6|6.4|132|VIII Malignant bone tumors|20475944|2015
<1|~|~|~|~|VIII Malignant bone tumors|3984294|2015
1-4|~|~|~|~|VIII(a) Osteosarcomas|15931436|2015
10-14|7.1|9.7|8.3|172|VIII(a) Osteosarcomas|20610350|2015
15-19|6.6|9.1|7.8|164|VIII(a) Osteosarcomas|21094434|2015
5-9|2.3|3.8|3.0|61|VIII(a) Osteosarcomas|20475944|2015
<1|~|~|~|~|VIII(a) Osteosarcomas|3984294|2015
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15931436|2015
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20610350|2015
15-19|0.5|1.3|0.8|17|VIII(b) Chondrosarcomas|21094434|2015
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20475944|2015
<1|~|~|~|~|VIII(b) Chondrosarcomas|3984294|2015
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|15931436|2015
10-14|3.4|5.3|4.3|88|VIII(c) Ewing tumor and related sarcomas of bone|20610350|2015
15-19|3.4|5.2|4.3|90|VIII(c) Ewing tumor and related sarcomas of bone|21094434|2015
5-9|2.2|3.7|2.8|58|VIII(c) Ewing tumor and related sarcomas of bone|20475944|2015
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3984294|2015
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15931436|2015
10-14|0.4|1.3|0.8|16|VIII(d) Other specified malignant bone tumors|20610350|2015
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|21094434|2015
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20475944|2015
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3984294|2015
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15931436|2015
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20610350|2015
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21094434|2015
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20475944|2015
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3984294|2015
1-4|1.6|3.1|2.3|36|X Germ cell, trophoblastic tumors & neoplasms of gonads|15931436|2015
10-14|7.1|9.6|8.2|170|X Germ cell, trophoblastic tumors & neoplasms of gonads|20610350|2015
15-19|27.7|32.4|30.0|632|X Germ cell, trophoblastic tumors & neoplasms of gonads|21094434|2015
5-9|1.7|3.1|2.3|47|X Germ cell, trophoblastic tumors & neoplasms of gonads|20475944|2015
<1|16.1|25.3|20.3|81|X Germ cell, trophoblastic tumors & neoplasms of gonads|3984294|2015
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15931436|2015
10-14|2.2|3.7|2.9|59|X(a) Intracranial & intraspinal germ cell tumors|20610350|2015
15-19|1.9|3.3|2.6|54|X(a) Intracranial & intraspinal germ cell tumors|21094434|2015
5-9|0.9|1.9|1.3|27|X(a) Intracranial & intraspinal germ cell tumors|20475944|2015
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3984294|2015
1-4|0.6|1.6|1.0|16|X(b) Malignant extracranial & extragonadal germ cell tumors|15931436|2015
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20610350|2015
15-19|1.0|2.0|1.4|30|X(b) Malignant extracranial & extragonadal germ cell tumors|21094434|2015
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20475944|2015
<1|11.1|18.8|14.6|58|X(b) Malignant extracranial & extragonadal germ cell tumors|3984294|2015
1-4|0.7|1.8|1.1|18|X(c) Malignant gonadal germ cell tumors|15931436|2015
10-14|3.6|5.5|4.5|93|X(c) Malignant gonadal germ cell tumors|20610350|2015
15-19|21.4|25.6|23.4|494|X(c) Malignant gonadal germ cell tumors|21094434|2015
5-9|~|~|~|~|X(c) Malignant gonadal germ cell tumors|20475944|2015
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3984294|2015
1-4|~|~|~|~|X(d) Gonadal carcinomas|15931436|2015
10-14|~|~|~|~|X(d) Gonadal carcinomas|20610350|2015
15-19|1.1|2.2|1.6|33|X(d) Gonadal carcinomas|21094434|2015
5-9|~|~|~|~|X(d) Gonadal carcinomas|20475944|2015
<1|~|~|~|~|X(d) Gonadal carcinomas|3984294|2015
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15931436|2015
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20610350|2015
15-19|0.6|1.5|1.0|21|X(e) Other and unspecified malignant gonadal tumors|21094434|2015
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20475944|2015
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3984294|2015
1-4|1.4|2.8|2.0|32|XI Other malignant epithelial neoplasms and malignant melanomas|15931436|2015
10-14|19.2|23.2|21.2|436|XI Other malignant epithelial neoplasms and malignant melanomas|20610350|2015
15-19|61.6|68.5|65.0|1371|XI Other malignant epithelial neoplasms and malignant melanomas|21094434|2015
5-9|4.2|6.3|5.2|106|XI Other malignant epithelial neoplasms and malignant melanomas|20475944|2015
<1|3.3|8.1|5.3|21|XI Other malignant epithelial neoplasms and malignant melanomas|3984294|2015
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15931436|2015
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20610350|2015
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21094434|2015
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20475944|2015
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3984294|2015
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15931436|2015
10-14|7.6|10.2|8.8|182|XI(b) Thyroid carcinomas|20610350|2015
15-19|30.1|35.0|32.5|686|XI(b) Thyroid carcinomas|21094434|2015
5-9|0.8|1.7|1.2|24|XI(b) Thyroid carcinomas|20475944|2015
<1|~|~|~|~|XI(b) Thyroid carcinomas|3984294|2015
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15931436|2015
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20610350|2015
15-19|1.3|2.5|1.8|38|XI(c) Nasopharyngeal carcinomas|21094434|2015
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20475944|2015
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3984294|2015
1-4|0.8|2.0|1.3|21|XI(d) Malignant melanomas|15931436|2015
10-14|2.4|4.0|3.2|65|XI(d) Malignant melanomas|20610350|2015
15-19|7.9|10.6|9.2|194|XI(d) Malignant melanomas|21094434|2015
5-9|1.3|2.5|1.8|37|XI(d) Malignant melanomas|20475944|2015
<1|~|~|~|~|XI(d) Malignant melanomas|3984294|2015
1-4|~|~|~|~|XI(e) Skin carcinomas|15931436|2015
10-14|~|~|~|~|XI(e) Skin carcinomas|20610350|2015
15-19|~|~|~|~|XI(e) Skin carcinomas|21094434|2015
5-9|~|~|~|~|XI(e) Skin carcinomas|20475944|2015
<1|~|~|~|~|XI(e) Skin carcinomas|3984294|2015
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15931436|2015
10-14|7.3|9.8|8.5|175|XI(f) Other and unspecified carcinomas|20610350|2015
15-19|19.1|23.1|21.0|444|XI(f) Other and unspecified carcinomas|21094434|2015
5-9|1.5|2.8|2.1|43|XI(f) Other and unspecified carcinomas|20475944|2015
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3984294|2015
1-4|0.9|2.1|1.4|22|XII Other and unspecified malignant neoplasms|15931436|2015
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20610350|2015
15-19|0.8|1.7|1.2|25|XII Other and unspecified malignant neoplasms|21094434|2015
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20475944|2015
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3984294|2015
1-4|0.7|1.9|1.2|19|XII(a) Other specified malignant tumors|15931436|2015
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20610350|2015
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21094434|2015
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20475944|2015
<1|~|~|~|~|XII(a) Other specified malignant tumors|3984294|2015
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15931436|2015
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20610350|2015
15-19|~|~|~|~|XII(b) Other unspecified malignant tumors|21094434|2015
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20475944|2015
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3984294|2015
1-4|214.2|228.9|221.4|3535|All ICCC Groups Combined|15964200|2016
10-14|150.9|161.8|156.3|3224|All ICCC Groups Combined|20627202|2016
15-19|233.8|247.1|240.4|5084|All ICCC Groups Combined|21151384|2016
5-9|128.5|138.5|133.4|2726|All ICCC Groups Combined|20429504|2016
<1|264.9|298.2|281.1|1112|All ICCC Groups Combined|3955377|2016
1-4|84.4|93.8|89.0|1421|I Leukemias, myeloproliferative & myelodysplastic diseases|15964200|2016
10-14|34.6|40.0|37.2|768|I Leukemias, myeloproliferative & myelodysplastic diseases|20627202|2016
15-19|32.3|37.4|34.7|735|I Leukemias, myeloproliferative & myelodysplastic diseases|21151384|2016
5-9|40.9|46.7|43.8|894|I Leukemias, myeloproliferative & myelodysplastic diseases|20429504|2016
<1|45.0|59.4|51.8|205|I Leukemias, myeloproliferative & myelodysplastic diseases|3955377|2016
1-4|68.6|77.0|72.7|1161|I(a) Lymphoid leukemias|15964200|2016
10-14|22.5|26.8|24.6|507|I(a) Lymphoid leukemias|20627202|2016
15-19|16.4|20.1|18.2|385|I(a) Lymphoid leukemias|21151384|2016
5-9|33.1|38.4|35.7|729|I(a) Lymphoid leukemias|20429504|2016
<1|15.4|24.3|19.5|77|I(a) Lymphoid leukemias|3955377|2016
1-4|9.5|12.8|11.0|176|I(b) Acute myeloid leukemias|15964200|2016
10-14|6.6|9.1|7.8|160|I(b) Acute myeloid leukemias|20627202|2016
15-19|8.1|10.8|9.4|199|I(b) Acute myeloid leukemias|21151384|2016
5-9|3.3|5.1|4.1|84|I(b) Acute myeloid leukemias|20429504|2016
<1|11.6|19.5|15.2|60|I(b) Acute myeloid leukemias|3955377|2016
1-4|0.7|1.9|1.2|19|I(c) Chronic myeloproliferative diseases|15964200|2016
10-14|1.4|2.6|1.9|40|I(c) Chronic myeloproliferative diseases|20627202|2016
15-19|3.6|5.5|4.5|95|I(c) Chronic myeloproliferative diseases|21151384|2016
5-9|1.0|2.0|1.4|29|I(c) Chronic myeloproliferative diseases|20429504|2016
<1|4.5|9.9|6.8|27|I(c) Chronic myeloproliferative diseases|3955377|2016
1-4|0.9|2.2|1.4|23|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15964200|2016
10-14|0.7|1.6|1.1|22|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20627202|2016
15-19|0.9|1.9|1.3|28|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21151384|2016
5-9|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20429504|2016
<1|5.1|10.8|7.6|30|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3955377|2016
1-4|1.9|3.6|2.6|42|I(e) Unspecified and other specified leukemias|15964200|2016
10-14|1.3|2.6|1.9|39|I(e) Unspecified and other specified leukemias|20627202|2016
15-19|0.9|1.9|1.3|28|I(e) Unspecified and other specified leukemias|21151384|2016
5-9|1.3|2.6|1.9|38|I(e) Unspecified and other specified leukemias|20429504|2016
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3955377|2016
1-4|12.9|16.7|14.7|235|II Lymphomas and reticuloendothelial neoplasms|15964200|2016
10-14|28.3|33.2|30.7|633|II Lymphomas and reticuloendothelial neoplasms|20627202|2016
15-19|50.0|56.2|53.0|1122|II Lymphomas and reticuloendothelial neoplasms|21151384|2016
5-9|17.1|20.9|18.9|387|II Lymphomas and reticuloendothelial neoplasms|20429504|2016
<1|16.7|26.0|21.0|83|II Lymphomas and reticuloendothelial neoplasms|3955377|2016
1-4|~|~|~|~|II(a) Hodgkin lymphomas|15964200|2016
10-14|11.5|14.7|13.0|269|II(a) Hodgkin lymphomas|20627202|2016
15-19|29.5|34.3|31.8|673|II(a) Hodgkin lymphomas|21151384|2016
5-9|2.7|4.3|3.4|70|II(a) Hodgkin lymphomas|20429504|2016
<1|~|~|~|~|II(a) Hodgkin lymphomas|3955377|2016
1-4|3.7|5.9|4.7|75|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15964200|2016
10-14|10.4|13.4|11.8|244|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20627202|2016
15-19|14.2|17.6|15.8|335|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21151384|2016
5-9|7.1|9.6|8.3|169|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20429504|2016
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3955377|2016
1-4|1.7|3.3|2.4|39|II(c) Burkitt lymphoma|15964200|2016
10-14|1.7|3.1|2.3|48|II(c) Burkitt lymphoma|20627202|2016
15-19|2.2|3.7|2.8|60|II(c) Burkitt lymphoma|21151384|2016
5-9|2.2|3.7|2.8|58|II(c) Burkitt lymphoma|20429504|2016
<1|~|~|~|~|II(c) Burkitt lymphoma|3955377|2016
1-4|5.5|8.1|6.7|107|II(d) Miscellaneous lymphoreticular neoplasms|15964200|2016
10-14|2.4|4.0|3.2|65|II(d) Miscellaneous lymphoreticular neoplasms|20627202|2016
15-19|1.2|2.4|1.7|36|II(d) Miscellaneous lymphoreticular neoplasms|21151384|2016
5-9|3.5|5.3|4.3|88|II(d) Miscellaneous lymphoreticular neoplasms|20429504|2016
<1|13.1|21.5|16.9|67|II(d) Miscellaneous lymphoreticular neoplasms|3955377|2016
1-4|~|~|~|~|II(e) Unspecified lymphomas|15964200|2016
10-14|~|~|~|~|II(e) Unspecified lymphomas|20627202|2016
15-19|0.5|1.3|0.9|18|II(e) Unspecified lymphomas|21151384|2016
5-9|~|~|~|~|II(e) Unspecified lymphomas|20429504|2016
<1|~|~|~|~|II(e) Unspecified lymphomas|3955377|2016
1-4|41.2|47.8|44.4|709|III CNS and misc intracranial and intraspinal neoplasms|15964200|2016
10-14|25.1|29.6|27.3|563|III CNS and misc intracranial and intraspinal neoplasms|20627202|2016
15-19|18.5|22.4|20.4|431|III CNS and misc intracranial and intraspinal neoplasms|21151384|2016
5-9|31.2|36.2|33.6|687|III CNS and misc intracranial and intraspinal neoplasms|20429504|2016
<1|30.7|42.9|36.4|144|III CNS and misc intracranial and intraspinal neoplasms|3955377|2016
1-4|4.2|6.5|5.3|84|III(a) Ependymomas and choroid plexus tumor|15964200|2016
10-14|1.2|2.4|1.7|36|III(a) Ependymomas and choroid plexus tumor|20627202|2016
15-19|1.0|2.0|1.4|30|III(a) Ependymomas and choroid plexus tumor|21151384|2016
5-9|1.0|2.1|1.5|30|III(a) Ependymomas and choroid plexus tumor|20429504|2016
<1|3.1|7.8|5.1|20|III(a) Ependymomas and choroid plexus tumor|3955377|2016
1-4|19.6|24.2|21.8|348|III(b) Astrocytomas|15964200|2016
10-14|12.6|15.9|14.2|292|III(b) Astrocytomas|20627202|2016
15-19|9.7|12.6|11.1|235|III(b) Astrocytomas|21151384|2016
5-9|14.2|17.7|15.9|325|III(b) Astrocytomas|20429504|2016
<1|10.7|18.4|14.2|56|III(b) Astrocytomas|3955377|2016
1-4|7.8|10.9|9.3|148|III(c) Intracranial and intraspinal embryonal tumors|15964200|2016
10-14|3.5|5.4|4.4|90|III(c) Intracranial and intraspinal embryonal tumors|20627202|2016
15-19|1.5|2.7|2.0|43|III(c) Intracranial and intraspinal embryonal tumors|21151384|2016
5-9|5.5|7.7|6.5|133|III(c) Intracranial and intraspinal embryonal tumors|20429504|2016
<1|7.4|14.1|10.4|41|III(c) Intracranial and intraspinal embryonal tumors|3955377|2016
1-4|5.4|8.0|6.6|105|III(d) Other gliomas|15964200|2016
10-14|4.9|7.0|5.9|121|III(d) Other gliomas|20627202|2016
15-19|3.5|5.3|4.3|92|III(d) Other gliomas|21151384|2016
5-9|7.3|9.9|8.5|174|III(d) Other gliomas|20429504|2016
<1|~|~|~|~|III(d) Other gliomas|3955377|2016
